"","Domain","Phylum","Class","Order","Family","Genus","OTU.rep"
"OTU1398","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","SAR92 clade","AY697919.1.1436"
"OTU1570","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","FR684911.1.1497"
"OTU1461","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Balneatrix","HQ671842.1.1493"
"OTU2003","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade DC5-80-3 lineage","JN177595.1.1444"
"OTU1254","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","FR684227.1.1444"
"OTU1322","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","","","EU544837.1.1428"
"OTU1824","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Balneatrix","FR683359.1.1497"
"OTU2114","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","NS4 marine group","HQ242389.1.1489"
"OTU1885","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Balneatrix","EU544808.1.1486"
"OTU381","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","uncultured","EU919781.1.1500"
"OTU670","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","ZD0405","","JN832936.1.1411"
"OTU1240","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","ZD0405","","GU235070.1.1379"
"OTU792","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Polaribacter","AF354621.1.1477"
"OTU951","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Polaribacter","JQ753157.1.1489"
"OTU1181","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Sufflavibacter","EU919846.1.1477"
"OTU1202","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","JL-ETNP-Y6","","GU234821.1.1376"
"OTU988","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Polaribacter","AAOG01000005.3703.5223"
"OTU1382","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","SAR92 clade","GU235229.1.1374"
"OTU1139","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Sufflavibacter","GU235590.1.1367"
"OTU1743","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","JL-ETNP-Y6","","GU234830.1.1378"
"OTU2002","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Reichenbachiella","EU919792.1.1484"
"OTU2586","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Pseudospirillum","JQ678498.1.1506"
"OTU2316","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","uncultured","DQ396288.1.1534"
"OTU1588","Bacteria","Verrucomicrobia","Arctic97B-4 marine group","","","","JQ678500.1.1545"
"OTU3206","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","Owenweeksia","JN976344.1.1459"
"OTU1232","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","JQ221011.1.915"
"OTU1672","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324 clade(Marine group B)","","","HQ672842.1.1478"
"OTU1074","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","HQ672419.1.1520"
"OTU2052","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996 marine group","","HQ672502.1.1488"
"OTU2533","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","uncultured","EU686587.16947.18447"
"OTU1925","Bacteria","Verrucomicrobia","Arctic97B-4 marine group","","","","HQ672701.1.1507"
"OTU3745","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","Owenweeksia","DQ395037.1.1491"
"OTU4136","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","EU287171.1.1505"
"OTU3167","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","uncultured","JX016104.1.1480"
"OTU1687","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","ZD0417 marine group","HQ673473.1.1519"
"OTU4312","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","JN874224.1.1504"
"OTU2008","Bacteria","Chloroflexi","SAR202 clade","","","","HQ674260.1.1476"
"OTU4292","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","U85841.1.1485"
"OTU4246","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","EU286985.1.1497"
"OTU2651","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","JL-ETNP-Y6","","HQ673394.1.1502"
"OTU4359","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","U85845.1.1503"
"OTU1340","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996 marine group","","HQ673353.1.1476"
"OTU1558","Bacteria","Proteobacteria","Gammaproteobacteria","Order Incertae Sedis","Family Incertae Sedis","Arenicella","HQ673364.1.1501"
"OTU4131","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","GU061308.1.1461"
"OTU4540","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","EU617783.1.1502"
"OTU1407","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324 clade(Marine group B)","","","GU235112.1.1356"
"OTU4152","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","Owenweeksia","JQ579911.1.1480"
"OTU4604","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","AY375080.1.1497"
"OTU4683","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","U85846.1.1486"
"OTU1912","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324 clade(Marine group B)","","","HQ673994.1.1476"
"OTU2555","Bacteria","Cyanobacteria","Chloroplast","","","","AJ536466.1.1477"
"OTU4704","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","AY167340.1.1444"
"OTU4720","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","GU061318.1.1455"
"OTU1981","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","NS9 marine group","","EU919815.1.1484"
"OTU4837","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium","EU617785.1.1505"
"OTU2578","Bacteria","Fusobacteria","Fusobacteriia","BS1-0-74","","","HQ673183.1.1490"
"OTU2091","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324 clade(Marine group B)","","","AY726886.1.1207"
"OTU2162","Bacteria","Verrucomicrobia","Arctic97B-4 marine group","","","","HQ163260.1.1400"
"OTU3418","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","uncultured","GQ348085.1.1376"
"OTU1603","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Pseudospirillum","GU235453.1.1363"
"OTU1476","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Polaribacter","GU235633.1.1364"
"OTU1156","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","EF061450.1.1442"
"OTU1178","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","EF194102.1.1428"
"OTU1170","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","FJ826102.1.1440"
"OTU1343","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","EF584014.1.1439"
"OTU1551","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","DQ677306.1.1446"
"OTU1366","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","GU108553.1.1390"
"OTU1839","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","FR744842.1.1447"
"OTU1577","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","FJ825894.1.1440"
"OTU2231","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera","AM183347.1.1476"
"OTU1594","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","AHCC01000059.1.1362"
"OTU1838","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","JN177654.1.1494"
"OTU2022","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","GQ377776.1.1254"
"OTU1834","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","AY664286.1.1235"
"OTU1901","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","AY664287.1.1272"
"OTU1783","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","JX436398.1.1386"
"OTU1788","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","AY726970.1.1273"
"OTU2088","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","JX436391.1.1275"
"OTU2101","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","DQ520891.1.1418"
"OTU2374","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","AJ936947.1.1237"
"OTU2039","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","GU108554.1.1400"
"OTU2190","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","JF173531.1.1357"
"OTU2564","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","EF584090.1.1428"
"OTU2895","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera","DQ116002.1.1486"
"OTU2625","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","AB055794.1.1498"
"OTU2650","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","FJ457317.1.1419"
"OTU2702","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","HM142467.1.1498"
"OTU2688","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","AY028199.1.1448"
"OTU2647","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","AF045560.1.1449"
"OTU2604","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","AM778463.1.1516"
"OTU2710","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","AM778456.1.1462"
"OTU2671","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","JQ083317.1.1465"
"OTU2778","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","AM111094.1.1500"
"OTU2732","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","AY162114.1.1412"
"OTU2917","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","EU050780.1.1423"
"OTU1829","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","GU108551.1.1401"
"OTU2896","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","EF584015.1.1461"
"OTU840","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","EU799541.1.1385"
"OTU2490","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","FJ200648.1.1503"
"OTU2988","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","AM990725.1.1370"
"OTU2940","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","JN606901.1.1376"
"OTU2873","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Olleya","JX844463.1.1384"
"OTU3172","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter","HM057677.1.1487"
"OTU3103","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Olleya","AM180740.1.1602"
"OTU2248","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Oleispira","JQ753126.1.1502"
"OTU2769","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Oleispira","GQ926871.1.1619"
"OTU3641","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter","HM057681.1.1486"
"OTU3570","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","","JQ678566.1.1505"
"OTU3803","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter","HM057798.1.1502"
"OTU4014","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter","AJ810559.1.1432"
"OTU3371","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","AM111033.1.1494"
"OTU1036","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Synechococcus","HQ671996.1.1459"
"OTU207","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","","","GU235821.1.1320"
"OTU1477","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","NS4 marine group","FQ032819.21712.23225"
"OTU414","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","","","EU803075.1.1449"
"OTU1732","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Defluviicoccus","HQ674248.1.1463"
"OTU403","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","AF382133.1.1488"
